"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","08-Nov-2023","48","137.42","137.17","0.17","-0.790","0.00","0.20","0.3703","0.0000","0.3032"
"WEP","09-Nov-2023","1","122.48","122.62","0.16","-1.170","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","2","122.25","122.64","0.22","-1.480","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","3","134.92","135.15","0.14","-1.240","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","4","136.05","135.67","0.14","-0.630","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","5","135.76","135.63","0.14","-0.880","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","6","124.28","123.80","0.14","-0.540","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","7","122.74","122.56","0.14","-0.830","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","8","122.98","122.46","0.14","-0.500","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","9","122.59","121.90","0.14","-0.320","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","10","122.43","121.89","0.15","-0.480","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","11","123.09","122.57","0.23","-0.580","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","12","142.55","142.21","0.18","-0.710","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","13","173.17","173.11","0.42","-1.230","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","14","170.03","169.68","0.69","-1.210","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","15","135.14","133.92","1.25","-0.900","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","16","142.88","141.63","1.29","-0.910","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","17","136.32","135.69","0.80","-1.050","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","18","137.06","136.10","1.39","-1.300","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","19","135.31","135.71","0.52","-1.800","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","20","136.00","136.04","0.59","-1.500","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","21","144.64","144.97","0.53","-1.730","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","22","135.24","135.81","0.35","-1.800","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","23","123.27","123.60","0.19","-1.390","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","24","143.57","144.00","0.20","-1.510","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","25","145.06","144.96","0.38","-1.150","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","26","173.93","172.75","0.53","-0.220","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","27","282.94","280.90","0.99","0.180","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","28","135.85","135.84","0.49","-1.350","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","29","120.81","122.73","0.39","-3.180","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","30","134.80","135.83","1.61","-3.520","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","31","280.62","280.76","2.65","-3.670","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","32","587.03","584.09","4.13","-2.060","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","33","532.54","528.36","3.68","-0.370","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","34","338.11","328.08","3.51","-1.240","6.89","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","35","149.34","148.05","1.88","-1.460","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","36","131.99","130.72","1.71","-1.310","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","37","137.60","134.56","3.75","-1.580","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","38","134.72","133.19","1.99","-1.330","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","39","139.63","135.78","3.79","-0.820","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","40","145.03","142.16","2.78","-0.790","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","41","138.41","135.85","2.31","-0.630","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","42","137.18","135.85","1.72","-1.260","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","43","137.35","135.81","1.70","-1.040","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","44","189.40","188.15","1.43","-1.050","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","45","189.80","188.11","0.92","-0.100","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","46","174.78","174.09","0.39","-0.570","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","47","168.35","167.37","0.39","-0.290","0.00","0.20","0.3703","0.0000","0.3018"
"WEP","09-Nov-2023","48","142.19","142.00","0.17","-0.850","0.00","0.20","0.3703","0.0000","0.3018"
